Date,Close/Last,Volume,Open,High,Low
12/28/2017,$296.35,1436543,$295.81,$296.99,$294.74
12/27/2017,$295.62,1447351,$296.41,$296.8,$294.8
12/26/2017,$295.36,1394355,$295.54,$297.44,$294.65
12/22/2017,$295.1,2256152,$296.33,$296.52,$293.01
12/21/2017,$295.03,5394981,$298.05,$298.3852,$294.1301
12/20/2017,$297.9,2531576,$298.7,$299.33,$297.11
12/19/2017,$297.25,2679722,$296.5,$297.58,$294.1809
12/18/2017,$296.14,2884082,$296,$297.14,$294.52
12/15/2017,$293.94,6932257,$295.87,$297.37,$293.02
12/14/2017,$293.88,3878413,$293.35,$296.82,$292.6
12/13/2017,$291.84,5001453,$290.5,$295.85,$289.7
12/12/2017,$289.94,5355664,$288.16,$292.8,$287.72
12/11/2017,$283.16,3950368,$286.21,$286.49,$279.9
12/08/2017,$285.9,4347012,$285.01,$287.32,$283.56
12/07/2017,$281.97,4256193,$278.49,$284.79,$277.8
12/06/2017,$278.27,2536219,$274.87,$279.14,$274.0046
12/05/2017,$275.54,2803986,$279.01,$279.44,$274.86
12/04/2017,$277.97,5520784,$276.16,$281.83,$276
12/01/2017,$271.38,4545199,$277.51,$278.73,$270.6
11/30/2017,$276.8,4795356,$269.91,$277.04,$269.43
11/29/2017,$269.3,3025834,$269.48,$269.6807,$266.15
11/28/2017,$267.99,2261312,$267,$268.01,$265.23
11/27/2017,$265.58,1771555,$265.38,$266.84,$264.72
11/24/2017,$265.88,788957,$265.26,$266.57,$264.5304
11/22/2017,$265.15,1470604,$267,$267.48,$264.53
11/21/2017,$266.99,2266701,$266.24,$267,$264.71
11/20/2017,$264.63,2445462,$263,$265.6189,$262.76
11/17/2017,$262.26,1724560,$262.82,$263.74,$262.03
11/16/2017,$263.7,2710123,$263.76,$265.04,$263.34
11/15/2017,$262.86,2438109,$261.42,$264.77,$260.15
11/14/2017,$261.76,2357955,$262,$262.4,$260.2
11/13/2017,$262.42,2604814,$261.67,$263.36,$260.49
11/10/2017,$260.85,1740256,$262.11,$262.5,$259.6
11/09/2017,$262.7,3215436,$265.01,$266.75,$259.5626
11/08/2017,$265.57,2841437,$266.14,$267.62,$265.29
11/07/2017,$266.13,3205211,$264.07,$267.28,$264.07
11/06/2017,$264.07,2909658,$262.62,$265.84,$262.5327
11/03/2017,$261.75,2610731,$262.42,$263.79,$260.08
11/02/2017,$262.63,2528412,$258.31,$263.24,$258
11/01/2017,$258.5,2922459,$258.29,$259.41,$256.24
10/31/2017,$257.98,2717950,$259.34,$259.93,$257.47
10/30/2017,$259.25,3025786,$255.45,$260.41,$255.33
10/27/2017,$256.46,2895977,$258.26,$259.4994,$255.8
10/26/2017,$259.27,3418484,$259.72,$261.44,$257.31
10/25/2017,$258.42,7889109,$264.78,$266,$254.5
10/24/2017,$266,4383105,$263.24,$267.21,$263.24
10/23/2017,$262.32,3301542,$265.13,$265.98,$262.14
10/20/2017,$264.75,3953877,$260.36,$264.8272,$259.44
10/19/2017,$259.04,2588847,$258.98,$259.1,$256.03
10/18/2017,$260.04,2051401,$258.47,$260.73,$256.66
10/17/2017,$258.62,2515783,$256.49,$259.05,$256.26
10/16/2017,$259.75,1805051,$261.5,$262,$259.69
10/13/2017,$260.74,2243790,$262.9,$263.79,$260.74
10/12/2017,$261.91,2605662,$260.95,$262.98,$260
10/11/2017,$261.44,2890149,$261.32,$261.65,$259.02
10/10/2017,$260.93,2739318,$259.74,$261.06,$257.2
10/09/2017,$258.39,2146525,$259,$259,$257.11
10/06/2017,$258.58,2639170,$258,$258.9018,$257.06
10/05/2017,$258.89,3938280,$255.28,$258.99,$254.78
10/04/2017,$255.76,3030643,$256.12,$257.13,$254.07
10/03/2017,$255.46,3163337,$255.99,$258.26,$254.69
10/02/2017,$255.99,2684720,$254.65,$255.99,$253.5301
09/29/2017,$254.21,2509426,$253.85,$255.26,$252.591
09/28/2017,$254.27,2585423,$254.11,$255.8,$251.17
09/27/2017,$255.28,3817234,$255.27,$258.77,$253.971
09/26/2017,$253.7,2172891,$254.6,$256.48,$253.54
09/25/2017,$254.32,3478883,$256.97,$256.97,$251.5
09/22/2017,$256.45,3473959,$256.31,$259.3,$256.13
09/21/2017,$256.04,2784736,$256.13,$256.99,$254.4239
09/20/2017,$255.46,3758746,$253.26,$256.6924,$252.25
09/19/2017,$252.46,4123590,$253.08,$255.17,$251.631
09/18/2017,$253.08,5192263,$249.97,$253.7875,$248.91
09/15/2017,$249,9025568,$247.36,$249.95,$246.21
09/14/2017,$245.23,4987953,$243,$245.61,$242.5
09/13/2017,$241.93,4528175,$240,$243.48,$237.09
09/12/2017,$240.58,2703193,$240.59,$241.7074,$238.95
09/11/2017,$240.59,3628098,$239.5,$241.85,$239.31
09/08/2017,$238.78,3380919,$235.75,$239.39,$235.21
09/07/2017,$236.31,2994236,$234.75,$236.54,$234.29
09/06/2017,$234.62,4251746,$237.53,$237.8564,$234.34
09/05/2017,$237,3867605,$240.3,$240.36,$236.23
09/01/2017,$240.33,3270755,$239.66,$242.53,$239.17
08/31/2017,$239.66,3075505,$241,$241.1,$238.41
08/30/2017,$240.46,2800495,$240.99,$241.44,$239
08/29/2017,$240.49,3535453,$237.21,$241.17,$236.08
08/28/2017,$237.18,2392980,$236.22,$237.5547,$234.611
08/25/2017,$235.89,2269830,$239,$239.09,$235.6
08/24/2017,$238.74,2551680,$238.52,$238.9,$236.6
08/23/2017,$238.09,2523979,$239.36,$239.36,$237.19
08/22/2017,$239.75,2911938,$236.16,$239.89,$236.11
08/21/2017,$235.68,2530426,$235.77,$236.94,$234.35
08/18/2017,$235.77,2939208,$235,$237.26,$234.5664
08/17/2017,$235.59,2768865,$237.38,$237.6,$235.25
08/16/2017,$237.59,3011614,$239.7,$240.26,$237.41
08/15/2017,$239.17,2843823,$237.21,$239.64,$236.01
08/14/2017,$237.15,2953402,$236.01,$237.48,$235.72
08/11/2017,$234.88,3461261,$232.76,$235.4,$230.94
08/10/2017,$232.88,6814444,$234.03,$236.16,$231.91
08/09/2017,$234.31,5676259,$238.01,$238.7,$234.1
08/08/2017,$239.5,4870352,$239.91,$240.52,$238.93
08/07/2017,$240.23,3673637,$237.6,$241.43,$237.21
08/04/2017,$237.71,5590241,$238.58,$239.73,$236.38
08/03/2017,$238.25,5111211,$237.06,$239.59,$236.04
08/02/2017,$237.95,5117906,$239.06,$241.56,$237.88
08/01/2017,$239.44,5009527,$243.38,$243.991,$239.155
07/31/2017,$242.46,5775274,$241.85,$246.49,$241.82
07/28/2017,$241.27,4520185,$240.82,$242,$238.55
07/27/2017,$241,10857850,$237.13,$242.68,$236.7
07/26/2017,$233.45,14131480,$223.48,$233.98,$223.02
07/25/2017,$212.46,2880944,$213.22,$214,$211.95
07/24/2017,$212.18,2389934,$212,$212.64,$211.4
07/21/2017,$212.14,2097590,$209.99,$212.2014,$209.41
07/20/2017,$210.28,2223170,$211.1,$211.25,$209.9189
07/19/2017,$210.88,2255980,$209.43,$210.93,$208.99
07/18/2017,$208.24,1942969,$209.11,$209.19,$207.53
07/17/2017,$209,2415540,$208.73,$209.72,$208.56
07/14/2017,$208.51,3226649,$206.798,$208.73,$206.74
07/13/2017,$206.23,1939569,$206.8,$207,$205.35
07/12/2017,$206.44,2816423,$206.95,$208.61,$206.32
07/11/2017,$206.27,2815414,$204,$206.66,$204
07/10/2017,$203.96,2701425,$202.32,$204.58,$202.19
07/07/2017,$202.37,3040504,$202.24,$203.28,$201.26
07/06/2017,$201.48,2737400,$201.64,$202.49,$200.78
07/05/2017,$201.81,2716559,$199.3,$202.14,$198.86
07/03/2017,$198.59,1511163,$198.07,$199.44,$197.75
06/30/2017,$197.75,2223370,$198.5,$199.44,$197.3901
06/29/2017,$197.46,2428591,$199.62,$199.755,$196.45
06/28/2017,$199.62,2096487,$199.5,$200.95,$199.3
06/27/2017,$198.89,2295378,$199.8,$200.92,$198.89
06/26/2017,$199.98,3076230,$202.77,$204.39,$199.94
06/23/2017,$202.23,4226472,$199.26,$202.35,$198.68
06/22/2017,$199.44,3339133,$199.25,$200.409,$199.18
06/21/2017,$199.17,3150582,$199.58,$199.71,$197.56
06/20/2017,$198.33,3075601,$198.75,$201.24,$198.31
06/19/2017,$199.08,2630547,$197.88,$199.47,$197
06/16/2017,$196.44,6937002,$196.01,$197.95,$195.81
06/15/2017,$195.45,2892287,$191.43,$195.55,$191.37
06/14/2017,$192.38,2205947,$191.05,$193.38,$190.819
06/13/2017,$191.09,1882651,$190.05,$191.56,$189.35
06/12/2017,$190,2728148,$190.3,$190.53,$188.05
